0	0	-85
4	5	-30
9	13	567
15	18	1159
18	20	1306
19	25	1312
19	25	1562
27	29	1715
26	29	860
27	28	1599
30	30	2368
31	32	982
32	33	897
33	33	1123
31	31	2520
31	31	2392
36	35	1757
32	32	2124
30	29	1904
31	31	3186
36	36	2606
35	33	1953
29	29	1330
33	31	3289
37	35	2331
36	35	2142
34	33	1916
34	36	1776
38	36	3387
35	34	2014
37	36	3155
41	38	2423
39	38	903
36	37	1330
41	39	286
42	42	-183
39	38	494
43	39	573
43	43	-445
43	41	97
41	41	-958
45	44	-268
42	43	213
44	43	1245
45	45	109
44	44	-238
43	44	-457
46	46	-219
45	45	-592
46	45	-238
45	47	451
46	46	54
47	48	-238
47	47	-347
48	47	610
48	48	659
48	48	256
46	48	-262
49	49	-1678
49	48	-231
49	49	201
49	50	-384
47	48	-579
50	51	-1123
50	49	-830
50	50	-256
50	50	640
49	50	-262
51	51	-329
51	51	-1464
51	51	-201
50	51	604
50	50	-134
50	50	-1751
52	53	-311
52	51	366
51	52	341
49	50	-177
52	52	-1068
51	52	-1086
52	52	-469
51	52	-115
50	51	-1000
52	52	-750
52	53	-2117
53	52	-170
51	52	67
51	51	-573
52	53	-103
52	52	-1910
53	52	268
52	53	-109
51	51	-329
52	53	-2044
53	52	-201
53	53	-225
52	52	61
51	52	-616
54	53	-1757
52	53	-738
53	53	-781
52	53	-433
52	52	-915
53	54	-1373
53	53	-799
53	53	-384
53	52	-61
51	53	-848
54	54	-866
53	53	213
53	53	561
52	53	-445
53	52	-1263
54	55	-1239
53	53	-341
53	54	115
52	53	-787
54	53	-836
54	54	-1788
53	53	-256
54	54	323
51	52	-524
54	55	-854
54	54	-1666
53	54	-421
53	53	-79
53	53	-927
54	55	-781
54	53	-537
54	55	61
52	53	-1116
53	53	-708
55	55	-2014
53	53	-158
54	54	-115
53	53	-1037
54	54	-646
54	57	-2124
54	53	-170
54	54	-36
52	54	-848
55	54	-103
54	55	-2050
54	53	115
53	54	-54
53	52	-1000
55	55	-1867
54	54	134
54	55	170
53	53	-933
54	54	-616
54	55	-2166
54	56	-54
54	55	299
53	53	-811
54	54	-830
54	55	-1690
54	55	-445
54	54	-762
53	53	-1489
54	55	-1190
55	55	-1690
54	54	-927
53	54	-714
54	54	-1293
55	55	-1953
54	54	-103
54	55	-292
53	53	-1086
54	54	-1037
55	56	-1892
54	54	-506
54	54	-573
52	54	-1501
55	55	-933
54	55	-1379
54	54	-537
54	55	-317
53	53	-1281
55	56	-1080
54	55	-1672
55	54	-195
53	54	-439
53	54	-1513
55	55	-1220
54	54	-714
54	55	-250
53	54	-1257
54	54	-854
55	55	-1464
54	56	91
54	54	-183
52	54	-299
55	54	-463
55	54	-103
54	55	402
54	55	805
53	54	-335
56	56	231
54	54	-518
