0	0	-79
-3	5	-329
-8	12	-4907
-12	17	-12805
-16	23	-20587
-21	26	-26818
-23	28	-32232
-24	29	-39727
-25	32	-47265
-19	33	-52581
-22	33	-59527
-25	33	-63287
-25	37	-68066
-27	35	-71289
-27	34	-80316
-31	35	-84442
-35	37	-86975
-35	36	-90960
-29	36	-97296
-34	39	-100738
-35	40	-102172
-37	40	-105120
-33	40	-109014
-38	42	-112524
-40	41	-112927
-37	43	-115185
-39	43	-118511
-39	43	-118933
-41	43	-121612
-40	44	-122650
-42	45	-124163
-41	45	-125677
-40	46	-127795
-40	45	-129675
-43	45	-131036
-42	46	-131915
-43	46	-133258
-43	46	-134179
-41	47	-135955
-42	46	-135589
-43	46	-135791
-42	48	-136169
-43	46	-138372
-44	46	-138446
-42	46	-138604
-44	48	-140209
-45	47	-139233
-42	46	-141027
-45	47	-141644
-45	47	-140551
-44	47	-141156
-43	47	-143371
-45	47	-141986
-43	48	-142669
-45	49	-142333
-44	47	-143798
-43	48	-145507
-45	48	-143450
-45	48	-144177
-43	49	-144409
-45	48	-144525
-44	48	-144311
-45	49	-145074
-45	47	-145336
-44	49	-145471
-45	48	-146185
-46	48	-145654
-46	49	-145495
-45	47	-147558
-46	48	-147344
-45	49	-147601
-45	47	-147033
-46	48	-146551
-46	49	-146948
-45	49	-146990
-45	49	-147290
-43	49	-147399
-45	49	-146759
-47	50	-146685
-44	49	-146893
-45	50	-147607
-44	49	-147058
-44	49	-148181
-45	50	-147760
-45	49	-146777
-46	49	-148071
-46	48	-148162
-44	48	-147528
-46	49	-148663
-47	48	-147717
-45	48	-149298
-46	48	-147979
-46	48	-147595
-45	49	-147961
-46	49	-147210
-45	48	-148358
-44	49	-149249
-45	49	-147052
-44	50	-147381
-46	50	-148590
-45	48	-147888
-44	50	-147937
-46	49	-148474
-46	50	-146154
-43	50	-147326
-45	48	-148382
-47	47	-148333
-45	49	-147650
-46	49	-146820
-45	48	-147528
-45	49	-147296
-46	47	-146093
-46	49	-143426
-46	48	-141693
-45	49	-143078
-44	49	-143658
-44	48	-146746
-45	49	-146765
-44	48	-146405
-44	48	-147900
-45	50	-147491
-43	51	-146765
-45	49	-146728
-46	48	-146850
-44	48	-147045
-45	49	-148162
-46	48	-146606
-45	49	-147045
-45	48	-146948
-46	47	-147229
-45	49	-147052
-46	47	-146728
-44	48	-146990
-46	49	-146997
-46	49	-146038
-45	48	-147247
-44	49	-147589
-46	49	-147192
-44	50	-146716
-44	49	-147521
-45	48	-146716
-45	50	-146441
-45	49	-146368
-44	49	-146472
-43	49	-147900
-45	48	-146771
-47	49	-146490
-46	49	-147052
-46	49	-147955
-44	48	-146917
-45	48	-147662
-47	50	-146685
-46	48	-147473
-45	47	-148895
-46	48	-147900
-44	49	-147192
-46	48	-147802
-46	50	-146209
-44	49	-146600
-44	50	-147198
-44	48	-146716
-43	49	-147094
-45	50	-147943
-45	49	-147113
-44	49	-148461
-44	50	-146887
-45	49	-146453
-45	50	-146636
-47	48	-146185
-45	49	-146875
-45	49	-147570
-46	49	-145489
-45	48	-147125
-46	48	-147674
-47	46	-146746
-47	48	-147259
-46	48	-146398
-46	48	-144934
-44	50	-146789
-45	48	-146978
-45	48	-146649
-45	49	-147045
-45	50	-146417
-44	49	-147418
-44	50	-147503
-45	50	-146972
-44	49	-146813
-45	49	-147918
-45	50	-146746
-44	48	-147955
-46	48	-148327
-47	48	-147631
-46	48	-147869
-45	48	-149450
-47	48	-147595
-45	48	-147064
-47	49	-147607
-46	47	-147198
-45	48	-149017
-46	49	-148669
